 Time,Amplitude
  0.237483,  0.775102
  0.237506, -0.774966
  0.237528, -0.774830
  0.237551, -0.774694
  0.237574, -0.774558
  0.237596, -0.774422
  0.237619, -0.774286
  0.237642, -0.774150
  0.237664, -0.774014
  0.237687, -0.773878
  0.237710, -0.773741
  0.237732, -0.773605
  0.237755, -0.773469
  0.237778, -0.773333
  0.237800, -0.773197
  0.237823, -0.773061
  0.237846, -0.772925
  0.237868, -0.772789
  0.237891, -0.772653
  0.237914, -0.772517
  0.237937, -0.772381
  0.237959, -0.772245
  0.237982, -0.772109
  0.238005, -0.771973
  0.238027, -0.771837
  0.238050, -0.771701
  0.238073, -0.771565
  0.238095, -0.771429
  0.238118, -0.771293
  0.238141, -0.771156
  0.238163, -0.771020
  0.238186, -0.770884
  0.238209, -0.770748
  0.238231, -0.770612
  0.238254, -0.770476
  0.238277, -0.770340
  0.238299, -0.770204
  0.238322, -0.770068
  0.238345, -0.769932
  0.238367, -0.769796
  0.238390, -0.769660
  0.238413, -0.769524
  0.238435, -0.769388
  0.238458, -0.769252
  0.238481, -0.769116
  0.238503, -0.768980
  0.238526, -0.768844
  0.238549, -0.768707
  0.238571, -0.768571
  0.238594, -0.768435
  0.238617, -0.768299
  0.238639,  0.768163
  0.238662,  0.768027
  0.238685,  0.767891
  0.238707,  0.767755
  0.238730,  0.767619
  0.238753,  0.767483
  0.238776,  0.767347
  0.238798,  0.767211
  0.238821,  0.767075
  0.238844,  0.766939
  0.238866,  0.766803
  0.238889,  0.766667
  0.238912,  0.766531
  0.238934,  0.766395
  0.238957,  0.766259
  0.238980,  0.766122
  0.239002,  0.765986
  0.239025,  0.765850
  0.239048,  0.765714
  0.239070,  0.765578
  0.239093,  0.765442
  0.239116,  0.765306
  0.239138,  0.765170
  0.239161,  0.765034
  0.239184,  0.764898
  0.239206,  0.764762
  0.239229,  0.764626
  0.239252,  0.764490
  0.239274,  0.764354
  0.239297,  0.764218
  0.239320,  0.764082
  0.239342,  0.763946
  0.239365,  0.763810
  0.239388,  0.763673
  0.239410,  0.763537
  0.239433,  0.763401
  0.239456,  0.763265
  0.239478,  0.763129
  0.239501,  0.762993
  0.239524,  0.762857
  0.239546,  0.762721
  0.239569,  0.762585
  0.239592,  0.762449
  0.239615,  0.762313
  0.239637,  0.762177
  0.239660,  0.762041
  0.239683,  0.761905
  0.239705,  0.761769
  0.239728,  0.761633
  0.239751,  0.761497
  0.239773, -0.761361
  0.239796, -0.761224
  0.239819, -0.761088
  0.239841, -0.760952
  0.239864, -0.760816
  0.239887, -0.760680
  0.239909, -0.760544
  0.239932, -0.760408
  0.239955, -0.760272
  0.239977, -0.760136
  0.240000, -0.760000
  0.240023, -0.759864
  0.240045, -0.759728
  0.240068, -0.759592
  0.240091, -0.759456
  0.240113, -0.759320
  0.240136, -0.759184
  0.240159, -0.759048
  0.240181, -0.758912
  0.240204, -0.758776
  0.240227, -0.758639
  0.240249, -0.758503
  0.240272, -0.758367
  0.240295, -0.758231
  0.240317, -0.758095
  0.240340, -0.757959
  0.240363, -0.757823
  0.240385, -0.757687
  0.240408, -0.757551
  0.240431, -0.757415
  0.240454, -0.757279
  0.240476, -0.757143
  0.240499, -0.757007
  0.240522, -0.756871
  0.240544, -0.756735
  0.240567, -0.756599
  0.240590, -0.756463
  0.240612, -0.756327
  0.240635, -0.756190
  0.240658, -0.756054
  0.240680, -0.755918
  0.240703, -0.755782
  0.240726, -0.755646
  0.240748, -0.755510
  0.240771, -0.755374
  0.240794, -0.755238
  0.240816, -0.755102
  0.240839, -0.754966
  0.240862, -0.754830
  0.240884, -0.754694
  0.240907, -0.754558
  0.240930,  0.754422
  0.240952,  0.754286
  0.240975,  0.754150
  0.240998,  0.754014
  0.241020,  0.753878
  0.241043,  0.753741
  0.241066,  0.753605
  0.241088,  0.753469
  0.241111,  0.753333
  0.241134,  0.753197
  0.241156,  0.753061
  0.241179,  0.752925
  0.241202,  0.752789
  0.241224,  0.752653
  0.241247,  0.752517
  0.241270,  0.752381
  0.241293,  0.752245
  0.241315,  0.752109
  0.241338,  0.751973
  0.241361,  0.751837
  0.241383,  0.751701
  0.241406,  0.751565
  0.241429,  0.751429
  0.241451,  0.751293
  0.241474,  0.751156
  0.241497,  0.751020
  0.241519,  0.750884
  0.241542,  0.750748
  0.241565,  0.750612
  0.241587,  0.750476
  0.241610,  0.750340
  0.241633,  0.750204
  0.241655,  0.750068
  0.241678,  0.749932
  0.241701,  0.749796
  0.241723,  0.749660
  0.241746,  0.749524
  0.241769,  0.749388
  0.241791,  0.749252
  0.241814,  0.749116
  0.241837,  0.748980
  0.241859,  0.748844
  0.241882,  0.748707
  0.241905,  0.748571
  0.241927,  0.748435
  0.241950,  0.748299
  0.241973,  0.748163
  0.241995,  0.748027
  0.242018,  0.747891
  0.242041,  0.747755
  0.242063, -0.747619
  0.242086, -0.747483
  0.242109, -0.747347
  0.242132, -0.747211
  0.242154, -0.747075
  0.242177, -0.746939
  0.242200, -0.746803
  0.242222, -0.746667
  0.242245, -0.746531
  0.242268, -0.746395
  0.242290, -0.746259
  0.242313, -0.746122
  0.242336, -0.745986
  0.242358, -0.745850
  0.242381, -0.745714
  0.242404, -0.745578
  0.242426, -0.745442
  0.242449, -0.745306
  0.242472, -0.745170
  0.242494, -0.745034
  0.242517, -0.744898
  0.242540, -0.744762
  0.242562, -0.744626
  0.242585, -0.744490
  0.242608, -0.744354
  0.242630, -0.744218
  0.242653, -0.744082
  0.242676, -0.743946
  0.242698, -0.743810
  0.242721, -0.743673
  0.242744, -0.743537
  0.242766, -0.743401
  0.242789, -0.743265
  0.242812, -0.743129
  0.242834, -0.742993
  0.242857, -0.742857
  0.242880, -0.742721
  0.242902, -0.742585
  0.242925, -0.742449
  0.242948, -0.742313
  0.242971, -0.742177
  0.242993, -0.742041
  0.243016, -0.741905
  0.243039, -0.741769
  0.243061, -0.741633
  0.243084, -0.741497
  0.243107, -0.741361
  0.243129, -0.741224
  0.243152, -0.741088
  0.243175, -0.740952
  0.243197,  0.740816
  0.243220,  0.740680
  0.243243,  0.740544
  0.243265,  0.740408
  0.243288,  0.740272
  0.243311,  0.740136
  0.243333,  0.740000
  0.243356,  0.739864
  0.243379,  0.739728
  0.243401,  0.739592
  0.243424,  0.739456
  0.243447,  0.739320
  0.243469,  0.739184
  0.243492,  0.739048
  0.243515,  0.738912
  0.243537,  0.738776
  0.243560,  0.738639
  0.243583,  0.738503
  0.243605,  0.738367
  0.243628,  0.738231
  0.243651,  0.738095
  0.243673,  0.737959
  0.243696,  0.737823
  0.243719,  0.737687
  0.243741,  0.737551
  0.243764,  0.737415
  0.243787,  0.737279
  0.243810,  0.737143
  0.243832,  0.737007
  0.243855,  0.736871
  0.243878,  0.736735
  0.243900,  0.736599
  0.243923,  0.736463
  0.243946,  0.736327
  0.243968,  0.736190
  0.243991,  0.736054
  0.244014,  0.735918
  0.244036,  0.735782
  0.244059,  0.735646
  0.244082,  0.735510
  0.244104,  0.735374
  0.244127,  0.735238
  0.244150,  0.735102
  0.244172,  0.734966
  0.244195,  0.734830
  0.244218,  0.734694
  0.244240,  0.734558
  0.244263,  0.734422
  0.244286,  0.734286
  0.244308,  0.734150
  0.244331, -0.734014
  0.244354, -0.733878
  0.244376, -0.733741
  0.244399, -0.733605
  0.244422, -0.733469
  0.244444, -0.733333
  0.244467, -0.733197
  0.244490, -0.733061
  0.244512, -0.732925
  0.244535, -0.732789
  0.244558, -0.732653
  0.244580, -0.732517
  0.244603, -0.732381
  0.244626, -0.732245
  0.244649, -0.732109
  0.244671, -0.731973
  0.244694, -0.731837
  0.244717, -0.731701
  0.244739, -0.731565
  0.244762, -0.731429
  0.244785, -0.731293
  0.244807, -0.731156
  0.244830, -0.731020
  0.244853, -0.730884
  0.244875, -0.730748
  0.244898, -0.730612
  0.244921, -0.730476
  0.244943, -0.730340
  0.244966, -0.730204
  0.244989, -0.730068
  0.245011, -0.729932
  0.245034, -0.729796
  0.245057, -0.729660
  0.245079, -0.729524
  0.245102, -0.729388
  0.245125, -0.729252
  0.245147, -0.729116
  0.245170, -0.728980
  0.245193, -0.728844
  0.245215, -0.728707
  0.245238, -0.728571
  0.245261, -0.728435
  0.245283, -0.728299
  0.245306, -0.728163
  0.245329, -0.728027
  0.245351, -0.727891
  0.245374, -0.727755
  0.245397, -0.727619
  0.245420, -0.727483
  0.245442, -0.727347
  0.245465,  0.727211
  0.245488,  0.727075
  0.245510,  0.726939
  0.245533,  0.726803
  0.245556,  0.726667
  0.245578,  0.726531
  0.245601,  0.726395
  0.245624,  0.726259
  0.245646,  0.726122
  0.245669,  0.725986
  0.245692,  0.725850
  0.245714,  0.725714
  0.245737,  0.725578
  0.245760,  0.725442
  0.245782,  0.725306
  0.245805,  0.725170
  0.245828,  0.725034
  0.245850,  0.724898
  0.245873,  0.724762
  0.245896,  0.724626
  0.245918,  0.724490
  0.245941,  0.724354
  0.245964,  0.724218
  0.245986,  0.724082
  0.246009,  0.723946
  0.246032,  0.723810
  0.246054,  0.723673
  0.246077,  0.723537
  0.246100,  0.723401
  0.246122,  0.723265
  0.246145,  0.723129
  0.246168,  0.722993
  0.246190,  0.722857
  0.246213,  0.722721
  0.246236,  0.722585
  0.246259,  0.722449
  0.246281,  0.722313
  0.246304,  0.722177
  0.246327,  0.722041
  0.246349,  0.721905
  0.246372,  0.721769
  0.246395,  0.721633
  0.246417,  0.721497
  0.246440,  0.721361
  0.246463,  0.721224
  0.246485,  0.721088
  0.246508,  0.720952
  0.246531,  0.720816
  0.246553,  0.720680
  0.246576,  0.720544
  0.246599, -0.720408
  0.246621, -0.720272
  0.246644, -0.720136
  0.246667, -0.720000
  0.246689, -0.719864
  0.246712, -0.719728
  0.246735, -0.719592
  0.246757, -0.719456
  0.246780, -0.719320
  0.246803, -0.719184
  0.246825, -0.719048
  0.246848, -0.718912
  0.246871, -0.718776
  0.246893, -0.718639
  0.246916, -0.718503
  0.246939, -0.718367
  0.246961, -0.718231
  0.246984, -0.718095
  0.247007, -0.717959
  0.247029, -0.717823
  0.247052, -0.717687
  0.247075, -0.717551
  0.247098, -0.717415
  0.247120, -0.717279
  0.247143, -0.717143
  0.247166, -0.717007
  0.247188, -0.716871
  0.247211, -0.716735
  0.247234, -0.716599
  0.247256, -0.716463
  0.247279, -0.716327
  0.247302, -0.716190
  0.247324, -0.716054
  0.247347, -0.715918
  0.247370, -0.715782
  0.247392, -0.715646
  0.247415, -0.715510
  0.247438, -0.715374
  0.247460, -0.715238
  0.247483, -0.715102
  0.247506, -0.714966
  0.247528, -0.714830
  0.247551, -0.714694
  0.247574, -0.714558
  0.247596, -0.714422
  0.247619, -0.714286
  0.247642, -0.714150
  0.247664, -0.714014
  0.247687, -0.713878
  0.247710, -0.713741
  0.247732,  0.713605
  0.247755,  0.713469
  0.247778,  0.713333
  0.247800,  0.713197
  0.247823,  0.713061
  0.247846,  0.712925
  0.247868,  0.712789
  0.247891,  0.712653
  0.247914,  0.712517
  0.247937,  0.712381
  0.247959,  0.712245
  0.247982,  0.712109
  0.248005,  0.711973
  0.248027,  0.711837
  0.248050,  0.711701
  0.248073,  0.711565
  0.248095,  0.711429
  0.248118,  0.711293
  0.248141,  0.711156
  0.248163,  0.711020
  0.248186,  0.710884
  0.248209,  0.710748
  0.248231,  0.710612
  0.248254,  0.710476
  0.248277,  0.710340
  0.248299,  0.710204
  0.248322,  0.710068
  0.248345,  0.709932
  0.248367,  0.709796
  0.248390,  0.709660
  0.248413,  0.709524
  0.248435,  0.709388
  0.248458,  0.709252
  0.248481,  0.709116
  0.248503,  0.708980
  0.248526,  0.708844
  0.248549,  0.708707
  0.248571,  0.708571
  0.248594,  0.708435
  0.248617,  0.708299
  0.248639,  0.708163
  0.248662,  0.708027
  0.248685,  0.707891
  0.248707,  0.707755
  0.248730,  0.707619
  0.248753,  0.707483
  0.248776,  0.707347
  0.248798,  0.707211
  0.248821,  0.707075
  0.248844,  0.706939
  0.248866, -0.706803
  0.248889, -0.706667
  0.248912, -0.706531
  0.248934, -0.706395
  0.248957, -0.706259
  0.248980, -0.706122
  0.249002, -0.705986
  0.249025, -0.705850
  0.249048, -0.705714
  0.249070, -0.705578
  0.249093, -0.705442
  0.249116, -0.705306
  0.249138, -0.705170
  0.249161, -0.705034
  0.249184, -0.704898
  0.249206, -0.704762
  0.249229, -0.704626
  0.249252, -0.704490
  0.249274, -0.704354
  0.249297, -0.704218
  0.249320, -0.704082
  0.249342, -0.703946
  0.249365, -0.703810
  0.249388, -0.703673
  0.249410, -0.703537
  0.249433, -0.703401
  0.249456, -0.703265
  0.249478, -0.703129
  0.249501, -0.702993
  0.249524, -0.702857
  0.249546, -0.702721
  0.249569, -0.702585
  0.249592, -0.702449
  0.249615, -0.702313
  0.249637, -0.702177
  0.249660, -0.702041
  0.249683, -0.701905
  0.249705, -0.701769
  0.249728, -0.701633
  0.249751, -0.701497
  0.249773, -0.701361
  0.249796, -0.701224
  0.249819, -0.701088
  0.249841, -0.700952
  0.249864, -0.700816
  0.249887, -0.700680
  0.249909, -0.700544
  0.249932, -0.700408
  0.249955, -0.700272
  0.249977, -0.700136
  0.250000, -0.700000
  0.250023,  0.699864
  0.250045,  0.699728
  0.250068,  0.699592
  0.250091,  0.699456
  0.250113,  0.699320
  0.250136,  0.699184
  0.250159,  0.699048
  0.250181,  0.698912
  0.250204,  0.698776
  0.250227,  0.698639
  0.250249,  0.698503
  0.250272,  0.698367
  0.250295,  0.698231
  0.250317,  0.698095
  0.250340,  0.697959
  0.250363,  0.697823
  0.250385,  0.697687
  0.250408,  0.697551
  0.250431,  0.697415
  0.250454,  0.697279
  0.250476,  0.697143
  0.250499,  0.697007
  0.250522,  0.696871
  0.250544,  0.696735
  0.250567,  0.696599
  0.250590,  0.696463
  0.250612,  0.696327
  0.250635,  0.696190
  0.250658,  0.696054
  0.250680,  0.695918
  0.250703,  0.695782
  0.250726,  0.695646
  0.250748,  0.695510
  0.250771,  0.695374
  0.250794,  0.695238
  0.250816,  0.695102
  0.250839,  0.694966
  0.250862,  0.694830
  0.250884,  0.694694
  0.250907,  0.694558
  0.250930,  0.694422
  0.250952,  0.694286
  0.250975,  0.694150
  0.250998,  0.694014
  0.251020,  0.693878
  0.251043,  0.693741
  0.251066,  0.693605
  0.251088,  0.693469
  0.251111,  0.693333
  0.251134,  0.693197
  0.251156, -0.693061
  0.251179, -0.692925
  0.251202, -0.692789
  0.251224, -0.692653
  0.251247, -0.692517
  0.251270, -0.692381
  0.251293, -0.692245
  0.251315, -0.692109
  0.251338, -0.691973
  0.251361, -0.691837
  0.251383, -0.691701
  0.251406, -0.691565
  0.251429, -0.691429
  0.251451, -0.691293
  0.251474, -0.691156
  0.251497, -0.691020
  0.251519, -0.690884
  0.251542, -0.690748
  0.251565, -0.690612
  0.251587, -0.690476
  0.251610, -0.690340
  0.251633, -0.690204
  0.251655, -0.690068
  0.251678, -0.689932
  0.251701, -0.689796
  0.251723, -0.689660
  0.251746, -0.689524
  0.251769, -0.689388
  0.251791, -0.689252
  0.251814, -0.689116
  0.251837, -0.688980
  0.251859, -0.688844
  0.251882, -0.688707
  0.251905, -0.688571
  0.251927, -0.688435
  0.251950, -0.688299
  0.251973, -0.688163
  0.251995, -0.688027
  0.252018, -0.687891
  0.252041, -0.687755
  0.252063, -0.687619
  0.252086, -0.687483
  0.252109, -0.687347
  0.252132, -0.687211
  0.252154, -0.687075
  0.252177, -0.686939
  0.252200, -0.686803
  0.252222, -0.686667
  0.252245, -0.686531
  0.252268, -0.686395
  0.252290,  0.686259
  0.252313,  0.686122
  0.252336,  0.685986
  0.252358,  0.685850
  0.252381,  0.685714
  0.252404,  0.685578
  0.252426,  0.685442
  0.252449,  0.685306
  0.252472,  0.685170
  0.252494,  0.685034
  0.252517,  0.684898
  0.252540,  0.684762
  0.252562,  0.684626
  0.252585,  0.684490
  0.252608,  0.684354
  0.252630,  0.684218
  0.252653,  0.684082
  0.252676,  0.683946
  0.252698,  0.683810
  0.252721,  0.683673
  0.252744,  0.683537
  0.252766,  0.683401
  0.252789,  0.683265
  0.252812,  0.683129
  0.252834,  0.682993
  0.252857,  0.682857
  0.252880,  0.682721
  0.252902,  0.682585
  0.252925,  0.682449
  0.252948,  0.682313
  0.252971,  0.682177
  0.252993,  0.682041
  0.253016,  0.681905
  0.253039,  0.681769
  0.253061,  0.681633
  0.253084,  0.681497
  0.253107,  0.681361
  0.253129,  0.681224
  0.253152,  0.681088
  0.253175,  0.680952
  0.253197,  0.680816
  0.253220,  0.680680
  0.253243,  0.680544
  0.253265,  0.680408
  0.253288,  0.680272
  0.253311,  0.680136
  0.253333,  0.680000
  0.253356,  0.679864
  0.253379,  0.679728
  0.253401,  0.679592
  0.253424, -0.679456
  0.253447, -0.679320
  0.253469, -0.679184
  0.253492, -0.679048
  0.253515, -0.678912
  0.253537, -0.678776
  0.253560, -0.678639
  0.253583, -0.678503
  0.253605, -0.678367
  0.253628, -0.678231
  0.253651, -0.678095
  0.253673, -0.677959
  0.253696, -0.677823
  0.253719, -0.677687
  0.253741, -0.677551
  0.253764, -0.677415
  0.253787, -0.677279
  0.253810, -0.677143
  0.253832, -0.677007
  0.253855, -0.676871
  0.253878, -0.676735
  0.253900, -0.676599
  0.253923, -0.676463
  0.253946, -0.676327
  0.253968, -0.676190
  0.253991, -0.676054
  0.254014, -0.675918
  0.254036, -0.675782
  0.254059, -0.675646
  0.254082, -0.675510
  0.254104, -0.675374
  0.254127, -0.675238
  0.254150, -0.675102
  0.254172, -0.674966
  0.254195, -0.674830
  0.254218, -0.674694
  0.254240, -0.674558
  0.254263, -0.674422
  0.254286, -0.674286
  0.254308, -0.674150
  0.254331, -0.674014
  0.254354, -0.673878
  0.254376, -0.673741
  0.254399, -0.673605
  0.254422, -0.673469
  0.254444, -0.673333
  0.254467, -0.673197
  0.254490, -0.673061
  0.254512, -0.672925
  0.254535, -0.672789
  0.254558,  0.672653
  0.254580,  0.672517
  0.254603,  0.672381
  0.254626,  0.672245
  0.254649,  0.672109
  0.254671,  0.671973
  0.254694,  0.671837
  0.254717,  0.671701
  0.254739,  0.671565
  0.254762,  0.671429
  0.254785,  0.671293
  0.254807,  0.671156
  0.254830,  0.671020
  0.254853,  0.670884
  0.254875,  0.670748
  0.254898,  0.670612
  0.254921,  0.670476
  0.254943,  0.670340
  0.254966,  0.670204
  0.254989,  0.670068
  0.255011,  0.669932
  0.255034,  0.669796
  0.255057,  0.669660
  0.255079,  0.669524
  0.255102,  0.669388
  0.255125,  0.669252
  0.255147,  0.669116
  0.255170,  0.668980
  0.255193,  0.668844
  0.255215,  0.668707
  0.255238,  0.668571
  0.255261,  0.668435
  0.255283,  0.668299
  0.255306,  0.668163
  0.255329,  0.668027
  0.255351,  0.667891
  0.255374,  0.667755
  0.255397,  0.667619
  0.255420,  0.667483
  0.255442,  0.667347
  0.255465,  0.667211
  0.255488,  0.667075
  0.255510,  0.666939
  0.255533,  0.666803
  0.255556,  0.666667
  0.255578,  0.666531
  0.255601,  0.666395
  0.255624,  0.666259
  0.255646,  0.666122
  0.255669,  0.665986
  0.255692, -0.665850
  0.255714, -0.665714
  0.255737, -0.665578
  0.255760, -0.665442
  0.255782, -0.665306
  0.255805, -0.665170
  0.255828, -0.665034
  0.255850, -0.664898
  0.255873, -0.664762
  0.255896, -0.664626
  0.255918, -0.664490
  0.255941, -0.664354
  0.255964, -0.664218
  0.255986, -0.664082
  0.256009, -0.663946
  0.256032, -0.663810
  0.256054, -0.663673
  0.256077, -0.663537
  0.256100, -0.663401
  0.256122, -0.663265
  0.256145, -0.663129
  0.256168, -0.662993
  0.256190, -0.662857
  0.256213, -0.662721
  0.256236, -0.662585
  0.256259, -0.662449
  0.256281, -0.662313
  0.256304, -0.662177
  0.256327, -0.662041
  0.256349, -0.661905
  0.256372, -0.661769
  0.256395, -0.661633
  0.256417, -0.661497
  0.256440, -0.661361
  0.256463, -0.661224
  0.256485, -0.661088
  0.256508, -0.660952
  0.256531, -0.660816
  0.256553, -0.660680
  0.256576, -0.660544
  0.256599, -0.660408
  0.256621, -0.660272
  0.256644, -0.660136
  0.256667, -0.660000
  0.256689, -0.659864
  0.256712, -0.659728
  0.256735, -0.659592
  0.256757, -0.659456
  0.256780, -0.659320
  0.256803, -0.659184
  0.256825,  0.659048
  0.256848,  0.658912
  0.256871,  0.658776
  0.256893,  0.658639
  0.256916,  0.658503
  0.256939,  0.658367
  0.256961,  0.658231
  0.256984,  0.658095
  0.257007,  0.657959
  0.257029,  0.657823
  0.257052,  0.657687
  0.257075,  0.657551
  0.257098,  0.657415
  0.257120,  0.657279
  0.257143,  0.657143
  0.257166,  0.657007
  0.257188,  0.656871
  0.257211,  0.656735
  0.257234,  0.656599
  0.257256,  0.656463
  0.257279,  0.656327
  0.257302,  0.656190
  0.257324,  0.656054
  0.257347,  0.655918
  0.257370,  0.655782
  0.257392,  0.655646
  0.257415,  0.655510
  0.257438,  0.655374
  0.257460,  0.655238
  0.257483,  0.655102
  0.257506,  0.654966
  0.257528,  0.654830
  0.257551,  0.654694
  0.257574,  0.654558
  0.257596,  0.654422
  0.257619,  0.654286
  0.257642,  0.654150
  0.257664,  0.654014
  0.257687,  0.653878
  0.257710,  0.653741
  0.257732,  0.653605
  0.257755,  0.653469
  0.257778,  0.653333
  0.257800,  0.653197
  0.257823,  0.653061
  0.257846,  0.652925
  0.257868,  0.652789
  0.257891,  0.652653
  0.257914,  0.652517
  0.257937,  0.652381
  0.257959, -0.652245
  0.257982, -0.652109
  0.258005, -0.651973
  0.258027, -0.651837
  0.258050, -0.651701
  0.258073, -0.651565
  0.258095, -0.651429
  0.258118, -0.651293
  0.258141, -0.651156
  0.258163, -0.651020
  0.258186, -0.650884
  0.258209, -0.650748
  0.258231, -0.650612
  0.258254, -0.650476
  0.258277, -0.650340
  0.258299, -0.650204
  0.258322, -0.650068
  0.258345, -0.649932
  0.258367, -0.649796
  0.258390, -0.649660
  0.258413, -0.649524
  0.258435, -0.649388
  0.258458, -0.649252
  0.258481, -0.649116
  0.258503, -0.648980
  0.258526, -0.648844
  0.258549, -0.648707
  0.258571, -0.648571
  0.258594, -0.648435
  0.258617, -0.648299
  0.258639, -0.648163
  0.258662, -0.648027
  0.258685, -0.647891
  0.258707, -0.647755
  0.258730, -0.647619
  0.258753, -0.647483
  0.258776, -0.647347
  0.258798, -0.647211
  0.258821, -0.647075
  0.258844, -0.646939
  0.258866, -0.646803
  0.258889, -0.646667
  0.258912, -0.646531
  0.258934, -0.646395
  0.258957, -0.646259
  0.258980, -0.646122
  0.259002, -0.645986
  0.259025, -0.645850
  0.259048, -0.645714
  0.259070, -0.645578
  0.259093,  0.645442
  0.259116,  0.645306
  0.259138,  0.645170
  0.259161,  0.645034
  0.259184,  0.644898
  0.259206,  0.644762
  0.259229,  0.644626
  0.259252,  0.644490
  0.259274,  0.644354
  0.259297,  0.644218
  0.259320,  0.644082
  0.259342,  0.643946
  0.259365,  0.643810
  0.259388,  0.643673
  0.259410,  0.643537
  0.259433,  0.643401
  0.259456,  0.643265
  0.259478,  0.643129
  0.259501,  0.642993
  0.259524,  0.642857
  0.259546,  0.642721
  0.259569,  0.642585
  0.259592,  0.642449
  0.259615,  0.642313
  0.259637,  0.642177
  0.259660,  0.642041
  0.259683,  0.641905
  0.259705,  0.641769
  0.259728,  0.641633
  0.259751,  0.641497
  0.259773,  0.641361
  0.259796,  0.641224
  0.259819,  0.641088
  0.259841,  0.640952
  0.259864,  0.640816
  0.259887,  0.640680
  0.259909,  0.640544
  0.259932,  0.640408
  0.259955,  0.640272
  0.259977,  0.640136
  0.260000,  0.640000
  0.260023,  0.639864
  0.260045,  0.639728
  0.260068,  0.639592
  0.260091,  0.639456
  0.260113,  0.639320
  0.260136,  0.639184
  0.260159,  0.639048
  0.260181,  0.638912
  0.260204,  0.638776
  0.260227,  0.638639
  0.260249, -0.638503
  0.260272, -0.638367
  0.260295, -0.638231
  0.260317, -0.638095
  0.260340, -0.637959
  0.260363, -0.637823
  0.260385, -0.637687
  0.260408, -0.637551
  0.260431, -0.637415
  0.260454, -0.637279
  0.260476, -0.637143
  0.260499, -0.637007
  0.260522, -0.636871
  0.260544, -0.636735
  0.260567, -0.636599
  0.260590, -0.636463
  0.260612, -0.636327
  0.260635, -0.636190
  0.260658, -0.636054
  0.260680, -0.635918
  0.260703, -0.635782
  0.260726, -0.635646
  0.260748, -0.635510
  0.260771, -0.635374
  0.260794, -0.635238
  0.260816, -0.635102
  0.260839, -0.634966
  0.260862, -0.634830
  0.260884, -0.634694
  0.260907, -0.634558
  0.260930, -0.634422
  0.260952, -0.634286
  0.260975, -0.634150
  0.260998, -0.634014
  0.261020, -0.633878
  0.261043, -0.633741
  0.261066, -0.633605
  0.261088, -0.633469
  0.261111, -0.633333
  0.261134, -0.633197
  0.261156, -0.633061
  0.261179, -0.632925
  0.261202, -0.632789
  0.261224, -0.632653
  0.261247, -0.632517
  0.261270, -0.632381
  0.261293, -0.632245
  0.261315, -0.632109
  0.261338, -0.631973
  0.261361, -0.631837
  0.261383,  0.631701
  0.261406,  0.631565
  0.261429,  0.631429
  0.261451,  0.631293
  0.261474,  0.631156
  0.261497,  0.631020
  0.261519,  0.630884
  0.261542,  0.630748
  0.261565,  0.630612
  0.261587,  0.630476
  0.261610,  0.630340
  0.261633,  0.630204
  0.261655,  0.630068
  0.261678,  0.629932
  0.261701,  0.629796
  0.261723,  0.629660
  0.261746,  0.629524
  0.261769,  0.629388
  0.261791,  0.629252
  0.261814,  0.629116
  0.261837,  0.628980
  0.261859,  0.628844
  0.261882,  0.628707
  0.261905,  0.628571
  0.261927,  0.628435
  0.261950,  0.628299
  0.261973,  0.628163
  0.261995,  0.628027
  0.262018,  0.627891
  0.262041,  0.627755
  0.262063,  0.627619
  0.262086,  0.627483
  0.262109,  0.627347
  0.262132,  0.627211
  0.262154,  0.627075
  0.262177,  0.626939
  0.262200,  0.626803
  0.262222,  0.626667
  0.262245,  0.626531
  0.262268,  0.626395
  0.262290,  0.626259
  0.262313,  0.626122
  0.262336,  0.625986
  0.262358,  0.625850
  0.262381,  0.625714
  0.262404,  0.625578
  0.262426,  0.625442
  0.262449,  0.625306
  0.262472,  0.625170
  0.262494,  0.625034
  0.262517, -0.624898
  0.262540, -0.624762
  0.262562, -0.624626
  0.262585, -0.624490
  0.262608, -0.624354
  0.262630, -0.624218
  0.262653, -0.624082
  0.262676, -0.623946
  0.262698, -0.623810
  0.262721, -0.623673
  0.262744, -0.623537
  0.262766, -0.623401
  0.262789, -0.623265
  0.262812, -0.623129
  0.262834, -0.622993
  0.262857, -0.622857
  0.262880, -0.622721
  0.262902, -0.622585
  0.262925, -0.622449
  0.262948, -0.622313
  0.262971, -0.622177
  0.262993, -0.622041
  0.263016, -0.621905
  0.263039, -0.621769
  0.263061, -0.621633
  0.263084, -0.621497
  0.263107, -0.621361
  0.263129, -0.621224
  0.263152, -0.621088
  0.263175, -0.620952
  0.263197, -0.620816
  0.263220, -0.620680
  0.263243, -0.620544
  0.263265, -0.620408
  0.263288, -0.620272
  0.263311, -0.620136
  0.263333, -0.620000
  0.263356, -0.619864
  0.263379, -0.619728
  0.263401, -0.619592
  0.263424, -0.619456
  0.263447, -0.619320
  0.263469, -0.619184
  0.263492, -0.619048
  0.263515, -0.618912
  0.263537, -0.618776
  0.263560, -0.618639
  0.263583, -0.618503
  0.263605, -0.618367
  0.263628, -0.618231
  0.263651,  0.618095
  0.263673,  0.617959
  0.263696,  0.617823
  0.263719,  0.617687
  0.263741,  0.617551
  0.263764,  0.617415
  0.263787,  0.617279
  0.263810,  0.617143
  0.263832,  0.617007
  0.263855,  0.616871
  0.263878,  0.616735
